id,citizen_id,broker_id,application_type,status,submission_date,documents,is_fraud,owner_name,owner_so,owner_address,ownership,chassis_number,engine_number,cubic_capacity,maker_name,model_name,date_of_registration,registration_valid_upto,tax_valid_upto,fitness_status,vehicle_class,vehicle_description,fuel_type,emission_norm,seat_capacity,vehicle_color,insurance_details,insurance_valid_upto,pucc_no,pucc_valid_upto,registering_authority,registration_number
4845,419,53,Renewal,Rejected,2025-02-22,"aadhaar,pan,etc",False,Jeremiah Ganguly,Champak Khalsa,"H.No. 43
Gill Chowk
Ramagundam-180322",Single,46334974559101677,6288481528,1118 CC,Honda,Polo,2022-07-22,2020-10-08,2020-03-23,Valid,MCV,Motorcycle,CNG,BS6,2,Black,"Solanki, Verma and Dhar",2020-09-30,9822835776,2025-06-30,Tiruppur,TN53CH3880
4846,754,43,New Registration,Pending,2025-08-06,"aadhaar,pan,etc",False,Jonathan D’Alia,Onkar Pingle,"77, Sami Path, Shimla 397116",Single,85774895286234077,7840015161,1988 CC,Tata Motors,i10,2025-08-24,2023-09-19,2020-12-21,Valid,HCV,Car,CNG,BS6,2,Black,Seth-Bhat,2020-02-21,5003011670,2023-05-07,Anantapuram,TN29CH7162
4847,93,61,Renewal,Approved,2025-05-20,"aadhaar,pan,etc",False,Radhika Palan,Urishilla Dani,"H.No. 945
Barad Ganj, Cuttack 944867",Partner,49359012081162474,8045919901,1948 CC,Ford,i10,2021-12-10,2024-08-03,2022-06-25,Expired,LMV,Truck,Diesel,BS6,7,Grey,Lal-Kashyap,2020-12-20,2412274570,2023-10-31,Kollam,TN61CH3619
4848,935,48,Transfer,Pending,2025-01-15,"aadhaar,pan,etc",False,Kabir Rama,Advay Mody,"05/281, Dara Marg, Anand-767708",Single,31732220739175732,9055982892,903 CC,Hyundai,Polo,2023-03-31,2020-10-27,2024-01-27,Expired,LMV,Car,Electric,BS4,8,Grey,Chakraborty Inc,2023-12-08,8364964874,2020-05-29,Bhopal,TN52CH9920
4849,73,76,New Registration,Rejected,2025-06-07,"aadhaar,pan,etc",False,Brijesh Yohannan,Rehaan Bhatnagar,"H.No. 091, De Ganj
Raurkela Industrial Township 095243",Single,36413046744493251,9360143569,1066 CC,Tata Motors,Figo,2023-05-09,2024-01-04,2025-01-07,Valid,LMV,Car,Electric,BS4,5,Silver,Dar-Anand,2020-04-10,9738682858,2024-06-29,Gopalpur,TN33CH1845
4850,398,1,Renewal,Rejected,2025-03-01,"aadhaar,pan,etc",False,William Dara,Ekalinga Agarwal,"155
Trivedi Circle
Barasat 676848",Partner,57969721244484057,2367171947,1789 CC,Honda,Polo,2022-01-09,2022-03-26,2021-08-27,Expired,MCV,Motorcycle,Electric,BS6,8,White,Barman PLC,2021-12-10,8078503172,2021-07-01,Gwalior,TN66CH6362
4851,375,66,Renewal,Pending,2025-09-02,"aadhaar,pan,etc",False,Hemang Vig,Mohini Bali,"72/77
Ravel Road, Malda-151956",Partner,82010958579926087,1713636607,1595 CC,Honda,Nexon,2025-09-14,2022-04-23,2023-06-22,Expired,LMV,Motorcycle,CNG,BS6,4,Red,"Bahl, Atwal and Samra",2021-05-05,4653664957,2023-11-05,Korba,TN36CH9601
4852,221,5,Renewal,Rejected,2025-08-15,"aadhaar,pan,etc",False,Jairaj Pathak,Jalsa Issac,"H.No. 473, Choudhary Ganj, Bikaner 189777",Partner,88857210072615729,7124822870,1050 CC,Hyundai,Swift,2022-08-24,2025-06-28,2020-06-05,Valid,HMV,Car,Diesel,BS4,9,Black,"Cherian, Bhargava and Kota",2021-11-27,8314645638,2023-01-29,Phagwara,TN27CH9495
4853,546,94,New Registration,Pending,2025-07-21,"aadhaar,pan,etc",False,Faqid Bhatt,Balhaar Patla,"05/38
Chada Marg
Navi Mumbai-725514",Partner,69956600892032120,4349675801,1116 CC,Honda,Nexon,2022-03-24,2025-08-10,2022-05-07,Valid,HCV,Motorcycle,Electric,BS4,4,Black,Deshpande Inc,2024-12-16,935042328,2020-07-07,Darbhanga,TN60CH6101
4854,472,3,Transfer,Rejected,2025-09-26,"aadhaar,pan,etc",True,Radhika Narayanan,Naksh Maharaj,"12/45, Badal Path, Nizamabad 431201",Partner,27137670159059298,5971661103,1412 CC,Tata Motors,Swift,2021-02-14,2023-03-23,2020-06-09,Expired,LMV,Motorcycle,Electric,BS6,2,Grey,"Bera, Rajagopalan and Dhar",2021-03-03,1589390160,2025-01-28,Jaunpur,TN58CH1918
4855,873,79,Transfer,Pending,2025-03-01,"aadhaar,pan,etc",False,Yatan Basak,Watika Kashyap,"24, Bhargava Chowk, Karaikudi 142270",Partner,4305663686072624,3132266416,879 CC,Toyota,Polo,2022-08-18,2025-05-09,2024-11-13,Valid,HCV,Car,Electric,BS6,4,Red,More-Hans,2024-09-05,4104265773,2022-03-02,Unnao,TN82CH9679
4856,951,43,Transfer,Pending,2025-02-14,"aadhaar,pan,etc",False,Amaira Singh,Avni Nair,"H.No. 798
Hari Marg
Bharatpur 793890",Partner,41494706777656155,6530610751,1082 CC,Hyundai,Swift,2020-01-12,2023-06-22,2021-02-28,Valid,LMV,Motorcycle,Electric,BS6,2,Red,Savant-Som,2020-03-10,823436353,2021-12-25,Guwahati,TN79CH1949
4857,79,42,Transfer,Rejected,2025-01-23,"aadhaar,pan,etc",False,Hritik Dhillon,Kabir Pillay,"52/16
Pandey Road
Silchar 927303",Partner,15102332320534474,4672987970,888 CC,Volkswagen,Innova,2024-04-26,2024-03-17,2025-08-01,Expired,MCV,Motorcycle,Diesel,BS6,4,Blue,Raghavan Group,2023-06-09,5114459228,2023-02-20,Bathinda,TN67CH5136
4858,607,37,Transfer,Approved,2025-05-15,"aadhaar,pan,etc",False,Xalak Das,Ekaja Grewal,"438
Chacko
Allahabad 097788",Single,1186136319178765,8848009894,1246 CC,Volkswagen,City,2022-03-18,2022-05-27,2025-04-19,Expired,HMV,Truck,Diesel,BS6,4,Silver,Sridhar-Bhargava,2021-12-24,9556772880,2024-01-10,Amritsar,TN28CH1054
4859,358,14,Transfer,Pending,2025-09-12,"aadhaar,pan,etc",False,Samesh Shroff,Caleb Pillay,"19/501, Chad Nagar, Amaravati-904983",Partner,59223735642706826,7713153389,1415 CC,Toyota,Polo,2025-01-15,2022-03-20,2025-09-13,Valid,HMV,Truck,Diesel,BS6,4,Blue,Sood Ltd,2025-07-04,4672414603,2020-03-31,Kolhapur,TN14CH7667
4860,684,56,Transfer,Rejected,2025-04-08,"aadhaar,pan,etc",True,Saksham Bhatt,Saumya Sengupta,"H.No. 342
Dubey Chowk, Ongole 857474",Partner,53230320633768687,6486927802,1334 CC,Honda,Figo,2020-05-06,2022-01-03,2022-01-30,Valid,HMV,Motorcycle,Diesel,BS6,9,Grey,Loyal-Borah,2022-10-24,6926731696,2025-03-03,Bikaner,TN42CH7977
4861,557,97,New Registration,Approved,2025-07-14,"aadhaar,pan,etc",False,Aryan Tata,Jacob Andra,"49, Dar, Bhimavaram-654195",Partner,9585274672755588,2352746935,1201 CC,Toyota,Swift,2020-01-17,2020-04-06,2021-05-13,Expired,HCV,Motorcycle,CNG,BS4,2,Black,"Taneja, Borde and Virk",2022-12-08,7342232388,2022-01-15,Ludhiana,TN79CH3902
4862,824,8,Transfer,Approved,2025-08-23,"aadhaar,pan,etc",False,Pallavi Contractor,Yahvi Patla,"21/44
Mital Street
Dehradun-011788",Partner,85091219432495360,2885688780,1666 CC,Maruti Suzuki,City,2025-07-20,2025-06-14,2022-09-14,Expired,LMV,Truck,Petrol,BS4,6,Red,"Majumdar, Garg and Mital",2023-12-08,2225875504,2020-12-16,Bihar Sharif,TN22CH7422
4863,937,26,New Registration,Rejected,2025-03-01,"aadhaar,pan,etc",False,Faraj Sant,Champak Nagy,"585, Iyengar Chowk, Ajmer-459268",Partner,60533940765895020,7285713241,1217 CC,Volkswagen,Innova,2023-11-26,2025-03-23,2025-07-26,Valid,HMV,Car,CNG,BS4,7,Red,Gole-Luthra,2022-11-17,501404518,2022-10-01,Karnal,TN97CH3526
4864,456,84,Renewal,Approved,2025-07-31,"aadhaar,pan,etc",False,Jacob Bera,Teerth Sant,"08/46, Patil Chowk
Udupi-962889",Partner,15416330925759530,1220386161,1744 CC,Ford,i10,2025-02-28,2022-08-20,2021-06-14,Valid,MCV,Motorcycle,Diesel,BS6,3,Red,"Kohli, Tiwari and Grewal",2024-01-09,6115997453,2020-10-24,Pallavaram,TN44CH6853
4865,416,46,Transfer,Pending,2025-08-20,"aadhaar,pan,etc",False,Baljiwan Bhavsar,Chaitaly Mitter,"628
Sane, Nizamabad-084038",Single,46534329880104683,8269048354,1752 CC,Ford,Polo,2022-12-03,2023-10-22,2021-03-11,Valid,LMV,Motorcycle,CNG,BS4,2,Black,Nanda-Mallick,2023-02-02,3978935030,2022-12-21,Thrissur,TN15CH6093
4866,271,38,Transfer,Pending,2025-06-05,"aadhaar,pan,etc",False,Rushil Pillai,Triveni Ganguly,"743
Shroff Marg
Ajmer 774663",Single,56559152998734172,4040586497,1688 CC,Honda,Swift,2024-02-19,2024-07-05,2021-06-28,Valid,LMV,Motorcycle,Petrol,BS4,3,Black,Char Inc,2024-09-15,1211024954,2022-04-30,Raebareli,TN69CH1793
4867,292,67,New Registration,Pending,2025-06-16,"aadhaar,pan,etc",False,Nandini Reddy,Ridhi Sastry,"18
Dora Path, Durgapur-890384",Single,62631025029823784,55024508,1384 CC,Toyota,City,2025-06-24,2024-01-17,2022-06-29,Expired,HCV,Motorcycle,CNG,BS4,6,Grey,Handa-Mand,2020-10-09,1207846073,2023-12-04,Bhind,TN17CH5090
4868,265,27,New Registration,Pending,2025-04-02,"aadhaar,pan,etc",False,Jai Tank,Kalpit Devan,"90/734
Gour Nagar
Jalna 180854",Partner,34918053503935272,6421484426,1815 CC,Hyundai,Polo,2022-04-09,2020-07-08,2024-08-03,Expired,MCV,Bus,CNG,BS4,2,Red,"Prasad, Sahni and Swamy",2021-10-27,4494798381,2020-07-04,Udaipur,TN47CH1340
4869,74,14,New Registration,Pending,2025-07-03,"aadhaar,pan,etc",False,Ekbal Talwar,Eiravati Kannan,"11, Atwal Road
Kanpur-869306",Single,82774710907093798,1564072848,1353 CC,Hyundai,Swift,2021-03-29,2024-04-21,2025-09-04,Valid,LMV,Bus,Petrol,BS4,7,Grey,"Biswas, Loke and Balasubramanian",2021-02-24,2749617911,2023-08-25,Jhansi,TN45CH4538
4870,427,47,New Registration,Approved,2025-06-06,"aadhaar,pan,etc",False,Zaitra Baral,Ishanvi Nadig,"89/059
Sheth Nagar
Chandigarh 106128",Single,69760617673381825,3378382455,913 CC,Ford,i10,2024-06-25,2022-08-26,2021-02-20,Valid,HCV,Motorcycle,CNG,BS6,7,White,Pathak Ltd,2025-09-27,8928391436,2021-07-19,Phusro,TN81CH2157
4871,529,45,Renewal,Rejected,2025-01-24,"aadhaar,pan,etc",True,Jalsa Choudhury,Frederick Warrior,"668
Mitra Nagar, Ranchi-614474",Partner,1041621212753689,9579435905,1218 CC,Tata Motors,City,2023-04-04,2025-04-21,2020-11-02,Expired,HCV,Motorcycle,Diesel,BS4,3,White,Tank-Shetty,2020-02-18,4299070668,2024-01-18,Rajkot,TN74CH3765
4872,534,47,New Registration,Approved,2025-03-17,"aadhaar,pan,etc",True,Bhavini Ray,Vinaya Patel,"18/170, Gandhi Ganj, Bhind-639728",Partner,53959892695534220,9142823939,1276 CC,Ford,Swift,2024-08-31,2023-12-21,2023-04-05,Expired,HCV,Bus,Electric,BS4,2,Blue,"Barad, Majumdar and Kale",2021-08-05,7132623189,2023-06-29,Chittoor,TN66CH1629
4873,569,13,Transfer,Rejected,2025-04-25,"aadhaar,pan,etc",False,Adya Narain,Ubika Goswami,"46/54, Nayak Marg
Patiala 821637",Partner,81498069235064655,7530830348,1420 CC,Honda,Innova,2021-04-08,2025-09-29,2020-06-20,Valid,HCV,Car,Diesel,BS6,8,Blue,"Dutta, Aurora and Raja",2021-02-20,3225599529,2023-07-21,Bhiwani,TN15CH6484
4874,599,55,New Registration,Pending,2025-03-09,"aadhaar,pan,etc",False,Ryan Atwal,Pratyush Kibe,"181, Dhawan Path, Raipur 947860",Single,12269678216520102,7623141261,1301 CC,Tata Motors,Nexon,2022-01-02,2022-10-27,2023-06-12,Expired,HMV,Car,CNG,BS6,9,Red,Kapoor-Ghosh,2021-08-10,4090972529,2020-11-23,Asansol,TN12CH2423
4875,701,100,New Registration,Rejected,2025-06-28,"aadhaar,pan,etc",False,Chavvi Venkatesh,Oscar Johal,"50, Parmer Path, Ambarnath-276981",Single,69816422514980809,890258657,1919 CC,Maruti Suzuki,Innova,2023-05-10,2021-11-13,2023-05-01,Expired,MCV,Truck,Diesel,BS4,6,White,"Sachdev, Vala and Sankaran",2022-11-16,7426245370,2021-07-06,Varanasi,TN27CH6517
4876,797,37,New Registration,Approved,2025-07-11,"aadhaar,pan,etc",False,Mahika Dua,Riya Pant,"H.No. 93, Bahl Marg
Noida-901023",Single,60239687434750235,5284837325,1980 CC,Toyota,Swift,2024-07-07,2023-07-31,2020-06-26,Valid,MCV,Truck,Electric,BS6,9,Grey,Cheema-Lanka,2020-07-16,800196092,2024-06-06,Pimpri-Chinchwad,TN64CH1823
4877,602,59,Transfer,Approved,2025-03-22,"aadhaar,pan,etc",False,Orinder Goyal,Atharv Ravel,"29
Shankar Circle
Coimbatore 145618",Single,2022115763169795,1978250063,1199 CC,Volkswagen,Innova,2022-06-20,2020-06-09,2020-11-11,Expired,MCV,Car,CNG,BS6,9,Silver,Balan PLC,2024-08-25,8960345924,2022-10-10,Yamunanagar,TN68CH8653
4878,874,67,New Registration,Pending,2025-08-21,"aadhaar,pan,etc",False,Hitesh Ghose,Anusha Varma,"H.No. 67
Gaba Zila, Guwahati-403235",Partner,20394226410609716,7044247688,1076 CC,Tata Motors,City,2022-11-15,2024-03-21,2022-09-08,Expired,HMV,Motorcycle,Electric,BS4,2,Red,Aggarwal Group,2025-04-16,2003414888,2020-07-05,Shimla,TN42CH8148
4879,311,8,New Registration,Approved,2025-06-03,"aadhaar,pan,etc",False,Ekapad Jayaraman,Irya Randhawa,"H.No. 83
Sura Ganj
Raipur 442850",Single,41366152551983447,531451478,952 CC,Toyota,City,2022-01-31,2021-02-01,2020-06-07,Valid,HCV,Truck,Electric,BS4,9,White,Yadav-Date,2020-04-13,1611238702,2020-02-10,Medininagar,TN42CH9657
4880,450,75,Transfer,Rejected,2025-02-12,"aadhaar,pan,etc",False,Qarin Luthra,Pranav Bains,"H.No. 04, Divan Street
Jabalpur 345563",Partner,85642295603945293,7026137731,1591 CC,Hyundai,Nexon,2021-03-23,2023-09-20,2022-05-01,Valid,HMV,Bus,CNG,BS4,6,Black,Kohli-Prabhu,2024-12-29,6545325438,2024-11-17,Tiruppur,TN16CH1564
4881,821,45,Transfer,Approved,2025-09-02,"aadhaar,pan,etc",False,Orinder Choudhary,Zayan Savant,"355
Dhar Street
Kishanganj 710480",Partner,61383082703165410,3375638579,939 CC,Honda,Nexon,2024-02-19,2020-01-06,2020-05-20,Expired,LMV,Truck,Petrol,BS4,6,Red,"Din, Dayal and Narang",2021-03-03,4493438035,2025-05-05,Gudivada,TN60CH8084
4882,398,73,Transfer,Approved,2025-07-18,"aadhaar,pan,etc",False,Ladli Konda,Riya Ray,"55, Nigam Nagar, Kollam-397078",Partner,14893895516051196,8619040437,1821 CC,Honda,Innova,2020-11-06,2023-07-25,2022-10-11,Expired,HCV,Bus,Diesel,BS4,9,Grey,"Wadhwa, Sethi and Mallick",2025-07-21,9896083908,2023-09-25,Mira-Bhayandar,TN15CH2835
4883,611,91,Renewal,Rejected,2025-04-27,"aadhaar,pan,etc",False,Panini Varma,Onkar Sankaran,"43/41, Thakkar Zila
Nagpur-114903",Partner,81386769062577177,498737951,1130 CC,Volkswagen,Innova,2023-07-20,2025-06-04,2023-05-26,Valid,LMV,Bus,CNG,BS6,3,White,"Oza, Mohanty and Borde",2024-06-19,6139968850,2020-09-30,Korba,TN81CH4769
4884,239,52,Renewal,Approved,2025-01-04,"aadhaar,pan,etc",False,Falak Virk,Christopher Mandal,"856
Pradhan Path, Jalna-074592",Partner,37461314248110000,6419757990,1318 CC,Tata Motors,Nexon,2021-12-21,2020-06-23,2023-03-17,Expired,LMV,Bus,Petrol,BS6,8,Silver,Brahmbhatt-Sachdev,2023-04-24,705745235,2024-12-22,Ghaziabad,TN50CH6055
4885,142,95,Transfer,Approved,2025-03-20,"aadhaar,pan,etc",False,Qasim Ramanathan,Caleb Pandit,"80/93
Narula Nagar, Sagar-661413",Single,83897957748653712,9352688896,1921 CC,Honda,Figo,2022-09-16,2024-02-18,2021-01-10,Valid,LMV,Motorcycle,Diesel,BS6,6,White,Dube LLC,2024-09-15,4773179988,2024-11-28,Solapur,TN40CH4838
4886,208,61,New Registration,Pending,2025-06-07,"aadhaar,pan,etc",False,Nidhi Dara,Triveni Solanki,"H.No. 20
Lalla Chowk
Nellore-141781",Single,5007611012761057,2784136410,1751 CC,Volkswagen,Innova,2023-03-09,2025-01-18,2020-03-06,Valid,MCV,Truck,Petrol,BS4,5,White,Char-Sahota,2022-12-30,4127058682,2025-08-24,Vellore,TN13CH8426
4887,943,16,Transfer,Pending,2025-07-17,"aadhaar,pan,etc",False,Bina Vyas,Bachittar Zachariah,"H.No. 41
Som Marg
Satara 895022",Partner,72661126723482371,75765082,1194 CC,Ford,Innova,2021-06-01,2020-08-08,2023-07-23,Expired,LMV,Motorcycle,Diesel,BS6,3,White,Sibal and Sons,2023-11-15,3536801077,2021-05-18,Machilipatnam,TN74CH7715
4888,440,77,Transfer,Pending,2025-07-04,"aadhaar,pan,etc",False,Brinda Mall,Darika Randhawa,"H.No. 663
Mitra Zila, Sonipat 765237",Single,51873820788474187,1519258969,958 CC,Hyundai,Swift,2022-05-19,2023-11-25,2022-06-01,Expired,MCV,Truck,Petrol,BS4,9,White,Tiwari LLC,2021-09-01,4074194758,2020-12-08,Bathinda,TN49CH5792
4889,524,9,Renewal,Approved,2025-05-21,"aadhaar,pan,etc",False,Hredhaan Ramesh,Abhiram Kanda,"76/63
Kalla Path
Gulbarga-629846",Single,99160964920225979,6826581526,1644 CC,Maruti Suzuki,Polo,2021-09-22,2023-01-15,2023-06-27,Valid,LMV,Motorcycle,CNG,BS6,2,Silver,"Nadig, Mannan and Mohanty",2020-04-04,4088857603,2020-08-03,Bhubaneswar,TN87CH5129
4890,930,86,Transfer,Approved,2025-06-11,"aadhaar,pan,etc",False,Guneet Bedi,Hiral Sane,"98/600, Pai Zila
Bhusawal-598645",Partner,3326454980727869,2087987563,1331 CC,Maruti Suzuki,Innova,2025-05-16,2023-09-08,2022-07-23,Valid,HCV,Motorcycle,Petrol,BS6,3,White,Mohan-Rai,2025-03-02,6497665809,2024-05-10,Imphal,TN73CH9090
4891,434,69,New Registration,Approved,2025-04-20,"aadhaar,pan,etc",True,Eiravati Bir,Tejas Bava,"99/825
Chauhan Zila
Ranchi 565591",Single,21409718697755205,2837719048,1986 CC,Maruti Suzuki,Innova,2023-11-13,2022-01-02,2021-07-28,Valid,HMV,Motorcycle,Electric,BS6,9,White,Taneja-Peri,2022-05-16,4478253613,2025-04-19,Anantapur,TN52CH1697
4892,728,9,Transfer,Pending,2025-03-20,"aadhaar,pan,etc",False,Ojasvi Bava,Aadi Prabhakar,"97
Sibal Chowk, Kurnool-755376",Single,38070333259947962,2552499735,1675 CC,Honda,i10,2020-11-29,2024-04-22,2024-09-26,Expired,LMV,Car,Diesel,BS6,9,Grey,Sandhu-Lall,2023-03-08,8872741710,2020-01-03,Raichur,TN96CH1202
4893,173,24,Renewal,Pending,2025-01-07,"aadhaar,pan,etc",False,Aadi Cheema,Ekaraj Hari,"66, Murty, Vijayanagaram-529588",Single,18022151749584547,9153447229,1090 CC,Hyundai,i10,2021-04-13,2021-12-17,2022-10-15,Valid,LMV,Motorcycle,CNG,BS6,4,Black,"Varma, Dhar and Chopra",2024-09-08,1744577472,2022-09-13,Bilaspur,TN59CH8417
4894,429,64,New Registration,Rejected,2025-08-12,"aadhaar,pan,etc",False,Yashica Gade,Viraj Shankar,"33/68
Yadav, South Dumdum-874724",Partner,94583776636741020,9425177926,1530 CC,Volkswagen,Figo,2022-01-05,2020-05-07,2021-01-06,Valid,HMV,Motorcycle,Petrol,BS6,4,Black,Sastry PLC,2021-09-21,1202694159,2021-02-15,Guntur,TN59CH5660
4895,360,3,New Registration,Rejected,2025-01-23,"aadhaar,pan,etc",False,Wridesh More,Krishna Hegde,"71/42
Ravi Road
Jaunpur 482441",Partner,41658522009106392,2419096393,1457 CC,Volkswagen,Innova,2021-12-20,2024-11-09,2022-10-17,Valid,HCV,Truck,Petrol,BS4,8,Blue,Magar-Rai,2023-10-04,9295279016,2024-09-14,Kharagpur,TN48CH7452
4896,384,58,New Registration,Approved,2025-06-19,"aadhaar,pan,etc",False,Robert Chandra,Vedhika Kant,"00, Bora Chowk
Delhi-079726",Single,78292006609885938,4504740629,1284 CC,Maruti Suzuki,Innova,2023-01-14,2023-01-12,2022-10-29,Valid,LMV,Truck,Petrol,BS4,2,Grey,Vora-Randhawa,2023-11-30,5493615576,2024-03-21,Dhanbad,TN35CH8304
4897,329,87,New Registration,Approved,2025-05-26,"aadhaar,pan,etc",False,Siddharth Majumdar,William Ganesh,"H.No. 488, Jhaveri Nagar, Bellary-685529",Single,11022075283082573,6494853456,1424 CC,Toyota,Swift,2020-04-30,2024-11-25,2020-08-24,Valid,HCV,Truck,CNG,BS4,9,White,Ratta Ltd,2021-06-28,559699790,2020-01-18,Buxar,TN42CH3243
4898,440,84,Renewal,Approved,2025-05-10,"aadhaar,pan,etc",True,Ishwar Agarwal,Vedika Dass,"56/42, Din
Raurkela Industrial Township-224229",Single,73649218880733131,9900048681,1004 CC,Tata Motors,Polo,2025-03-19,2025-09-01,2021-01-10,Valid,HCV,Car,Diesel,BS6,4,Grey,Lanka PLC,2021-06-08,7376643323,2020-08-14,Akola,TN43CH7755
4899,764,87,Transfer,Approved,2025-01-30,"aadhaar,pan,etc",False,Simon Chahal,Yamini Sachdev,"532, Sunder Ganj, Ambala-705688",Single,88666290318518299,461255144,1490 CC,Volkswagen,Innova,2025-05-12,2022-02-02,2024-08-11,Expired,LMV,Motorcycle,CNG,BS6,6,Grey,Sant Ltd,2021-10-01,9948758509,2021-09-07,Muzaffarnagar,TN35CH5219
4900,619,62,New Registration,Pending,2025-04-23,"aadhaar,pan,etc",False,Rajeshri Nori,Oeshi Keer,"H.No. 61, Lal Marg
Bhatpara 913956",Partner,19588558919911866,6473112735,1478 CC,Tata Motors,Swift,2022-03-04,2020-07-24,2023-08-23,Expired,HMV,Motorcycle,CNG,BS4,6,White,"Sama, Shanker and Kunda",2025-03-08,8603005081,2024-07-22,Jabalpur,TN23CH8127
4901,995,93,Transfer,Pending,2025-02-24,"aadhaar,pan,etc",False,Vamakshi Kar,Harshil Bal,"H.No. 20, Bandi
Nandyal 140932",Single,75643340916321354,1857259973,1065 CC,Tata Motors,Nexon,2022-11-17,2021-03-30,2022-03-17,Expired,HMV,Motorcycle,Diesel,BS6,2,Red,"Ben, Dyal and Chandra",2025-08-16,2251698901,2022-03-24,Kanpur,TN45CH3032
4902,540,80,Transfer,Approved,2025-05-22,"aadhaar,pan,etc",False,Bina Basak,Ekavir Loke,"92
Rajan Circle
Rajpur Sonarpur 372326",Single,27158793899319946,9217706760,995 CC,Toyota,Nexon,2021-03-15,2024-07-16,2021-12-10,Valid,MCV,Bus,Petrol,BS4,5,Red,"Ramachandran, Dhingra and Anne",2022-05-22,12896335,2021-10-13,Jalgaon,TN62CH5491
4903,449,61,Renewal,Pending,2025-06-21,"aadhaar,pan,etc",False,Jyoti Goswami,Agastya Goda,"765
Sodhi Ganj
Bhalswa Jahangir Pur 754549",Single,35310670156751409,4166980042,1464 CC,Tata Motors,i10,2024-01-24,2025-08-14,2025-02-10,Expired,HMV,Truck,Petrol,BS6,2,Grey,Wagle-Naik,2023-07-09,1641306637,2024-06-19,Bhatpara,TN87CH6209
4904,465,69,New Registration,Approved,2025-02-03,"aadhaar,pan,etc",True,Pallavi Saha,Samarth Sankar,"H.No. 79
Nigam
Bally-242722",Single,75408979109568232,7217172731,1430 CC,Volkswagen,i10,2022-11-01,2020-07-14,2024-04-30,Expired,HMV,Bus,Diesel,BS4,6,Black,Rege-Subramaniam,2021-10-19,163007866,2022-02-13,Ambala,TN85CH8057
4905,1,1,Renewal,Pending,2025-01-22,"aadhaar,pan,etc",False,Ayaan Saha,Dakshesh Rattan,"35/73, Oak Nagar
Bhalswa Jahangir Pur-932813",Partner,71993741660596897,8724765838,1567 CC,Volkswagen,Polo,2020-12-20,2024-06-16,2024-12-09,Valid,MCV,Car,Diesel,BS4,3,Blue,"Korpal, Parmer and Jayaraman",2020-08-04,5653468966,2024-02-20,Amaravati,TN48CH7374
4906,332,94,New Registration,Approved,2025-02-15,"aadhaar,pan,etc",False,Lopa Pant,Warjas Raju,"795
Jhaveri, Gwalior 869789",Partner,46317876912895815,1305619500,859 CC,Toyota,Nexon,2025-05-15,2022-01-14,2023-11-22,Expired,LMV,Truck,Petrol,BS4,5,Red,Dubey LLC,2021-02-25,6829435345,2024-02-20,Singrauli,TN83CH4890
4907,469,93,Transfer,Pending,2025-07-14,"aadhaar,pan,etc",False,Ekalinga Chaudhary,Adya Chacko,"H.No. 93
Patil
Purnia 201132",Single,64686341189885728,1150129528,1975 CC,Honda,i10,2023-04-14,2023-04-05,2021-01-26,Expired,HCV,Truck,Electric,BS6,3,Red,Solanki Group,2024-12-23,2436737110,2021-03-10,Madhyamgram,TN74CH3921
4908,797,49,New Registration,Rejected,2025-03-29,"aadhaar,pan,etc",False,Gauri Mani,Nilima Das,"31/41
Dhillon
Ulhasnagar 869717",Partner,1200481738969519,8452343178,984 CC,Toyota,Figo,2023-09-19,2023-05-17,2021-09-30,Expired,HMV,Bus,CNG,BS6,5,White,Wagle LLC,2021-07-20,6642664855,2022-06-28,Dhule,TN50CH8247
4909,256,89,New Registration,Approved,2025-09-16,"aadhaar,pan,etc",False,Hemal Mittal,Kiaan Comar,"78/31
Talwar Street, Karaikudi 866144",Single,74222051354623607,6296846684,1984 CC,Tata Motors,Swift,2025-04-18,2023-10-22,2023-04-17,Expired,MCV,Car,Petrol,BS6,8,Grey,Mahal LLC,2024-08-27,2938048796,2021-02-10,Navi Mumbai,TN38CH7010
4910,614,52,New Registration,Pending,2025-04-18,"aadhaar,pan,etc",False,Keya Tank,Gautam Mistry,"H.No. 98, Sastry Road, Kamarhati-412850",Partner,23069864646803796,128761138,950 CC,Ford,City,2022-05-12,2022-12-07,2022-04-05,Expired,HCV,Car,Electric,BS4,2,White,"Sethi, Tank and Saran",2023-11-01,4201304899,2022-05-27,Bardhaman,TN85CH7388
4911,500,77,New Registration,Rejected,2025-03-24,"aadhaar,pan,etc",False,Yauvani Gera,Bimala Kota,"36/508, Lanka Street
Siliguri-811635",Single,96295588077333983,4856411383,1541 CC,Hyundai,Figo,2025-08-22,2024-04-08,2022-08-11,Valid,HMV,Bus,Electric,BS4,2,Grey,Baral-Ramachandran,2023-06-06,7846256984,2020-09-02,Jamalpur,TN69CH8278
4912,347,45,New Registration,Rejected,2025-05-01,"aadhaar,pan,etc",False,Tanveer Raja,Patrick Deo,"777
Devi Road
Pune-433293",Partner,74983907288956287,9147378202,1475 CC,Hyundai,City,2025-08-21,2020-08-08,2020-05-05,Valid,HMV,Motorcycle,Electric,BS4,7,Silver,Ratti-Bains,2020-02-01,3850977588,2023-05-20,Vijayanagaram,TN36CH9155
